Park,Restaurant,Item,Price,Details,Ratings,Review_Count,Image_URL,Meal
Islands of Adventure,MYTHOS,12 oz. Bone-In Pork Chop*,$38 ,"blue cheese crust, sautéed fingerling potatoes, roasted Mediterranean-spiced tri-color carrots, natural reductionpairs with Matchbook Malbec",,,,Lunch/Dinner
Islands of Adventure,MYTHOS,Brick Oven Roasted Chicken,$34 ,"Mediterranean herb spiced half chicken, roasted fingerling potatoes, Brussels sprouts, natural chicken juspairs with Chalk Hill Chardonnay",,,,Lunch/Dinner
Islands of Adventure,MYTHOS,Beef Loin Medallions,$37 ,"Yukon potato purée, sautéed haricot verts, radish, watercress, red wine reductionpairs with Sansoni “Evaluna” Cabernet",,,,Lunch/Dinner
Islands of Adventure,MYTHOS,Heart of Romaine Caesar Salad,$18 ,"crisp romaine, cherry tomatoes, charred pita, house made Caesar dressing, shaved grana padanoSouvlaki Chicken Kabob 26Shrimp 28Salmon 31pairs with Gaia “Monograph” Assyrtiko",,,,Lunch/Dinner
Islands of Adventure,MYTHOS,"Fork, Knife and Spoon Grilled Cheese",$24 ,"classic 3 cheese sandwich, served in a vine-ripe tomato soup with crispy pork belly, chipspairs with Gaia “Monograph” Agiorgitiko",,,,Lunch/Dinner
Islands of Adventure,MYTHOS,Mango Lassi,$12.00 ,"a refreshing blend of plain yogurt, mango nectar and mango syrup, topped with a dried slice of mango",,,,Lunch/Dinner
Islands of Adventure,MYTHOS,Siren Song,$12 ,"orange juice, pineapple juice, blue curaço syrup, Sprite®",,,,Beverage
Islands of Adventure,MYTHOS,Aphrodite's Ambrosia,$11 ,"lime juice, strawberry syrup, simple syrup and Sprite®",,,,Beverage
Islands of Adventure,MYTHOS,Fountain Soda,$5.00 ,"Coke, Coke Zero Sugar, Diet Coke, Sprite, Root Beer, Ginger Ale, Pibb Xtra, Lemonade, Fanta Orange",,,,Beverage
Islands of Adventure,MYTHOS,Iced Tea,$5.00 ,"sweet, unsweetened",,,,Beverage
Islands of Adventure,MYTHOS,Juice,$3.75 ,"orange, apple, cranberry, pineapple, grapefruit, peach, tomato",,,,Beverage
Islands of Adventure,MYTHOS,Fruit Slush,$6.05 ,"banana daiquiri, strawberry daiquiri, piña colada",,,,Beverage
Islands of Adventure,MYTHOS,Milkshakes,$9.00 ,"chocolate, vanilla, strawberry, banana",,,,Beverage
Islands of Adventure,MYTHOS,Espresso Shake,$9.00 ,,,,,Beverage
Islands of Adventure,MYTHOS,Bottled Water,,"San Pellegrino or Acqua Panna - 6.00 Half Liter/8.00 Liter
Niagara Premium - 6.00 700ml",,,,Beverage
Islands of Adventure,GREEN EGGS,Cheeseburger Tots,$12.49 ,,,,,Side
Islands of Adventure,GREEN EGGS,Green Eggs & Ham Tots,,,,,,Breakfast
Islands of Adventure,GREEN EGGS,Pizza Tots,,,,,,Lunch/Dinner
Islands of Adventure,GREEN EGGS,Who Hash,,,,,,Lunch/Dinner
Islands of Adventure,GREEN EGGS,Buffalo Chicken Tots,,,,,,Lunch/Dinner
Islands of Adventure,GREEN EGGS,Vegan Pizza Tots,,,,,,Lunch/Dinner
Islands of Adventure,GREEN EGGS,Caramel Popcorn Cupcake,$6.79 ,,,,,Lunch/Dinner
Islands of Adventure,GREEN EGGS,Green Eggs and Ham Chocolate Cheesecake,$6.99 ,,,,,Breakfast
Islands of Adventure,GREEN EGGS,Fountain Soda,$4.79 ,,,,,Beverage
Islands of Adventure,GREEN EGGS,Powerade,$5.05 ,,,,,Beverage
Islands of Adventure,GREEN EGGS,Niagara® Bottled Water,$4.00 ,,,,,Beverage
Islands of Adventure,FIRE EATERS,Traditional Gyro Combo,$17.99 ,"cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Traditional Gyro Platter,$13.49 ,"cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Crispy Chicken Gyro Combo,$17.99 ,"cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Crispy Chicken Gyro Platter,$13.49 ,"cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Falafel Gyro Combo,$17.99 ,"cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Falafel Gyro Platter,$13.49 ,"cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Chicken Stinger Gyro Combo,$18.79 ,"hot sauce, cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Chicken Stinger Gyro Platter,$14.29 ,"hot sauce, cucumbers, onions, tomatoes, lettuce, tzatziki sauce, warm pita, served with French fries",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Chicken Tender Stack Combo,$19.99 ,crispy white meat chicken tenders served with French fries,,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Chicken Fingers Platter,$15.49 ,crispy white meat chicken tenders served with French fries,,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Chicken Stingers Stack Combo,$20.79 ,crispy white meat chicken tenders served with hot sauce and French fries,,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Chicken Stingers Stack Platter,$16.29 ,crispy white meat chicken tenders served with hot sauce and French fries,,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Gyro Greek Salad Combo,$19.49 ,"seared shaved lamb, cucumbers, onions, tomatoes, romaine lettuce, tzatziki sauce, crisp pita, Greek salad, served with a fountain drink",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Gyro Greek Salad,$14.99 ,"seared shaved lamb, cucumbers, onions, tomatoes, romaine lettuce, tzatziki sauce, crisp pita, Greek salad",,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,French Fries,$5.49 ,,,,,Lunch/Dinner
Islands of Adventure,FIRE EATERS,Chocolate Churro Bites,$7.49 ,crispy churros with chocolate ganache and whipped sweet cream frosting,,,,Dessert
Islands of Adventure,FIRE EATERS,Coca-Cola Freestyle® Souvenir Cup,$19.99 ,"Enjoy more than 100 drink choices and refills thru the day* with the Coca-Cola Freestyle® souvenir cup. Get 3–6 souvenir cups for $15.99 each, 2 for $17.99 each, or 1 for $19.99 at participating Coca-Cola Freestyle® locations.*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.",,,,Beverage
Islands of Adventure,FIRE EATERS,Extra day of refills for Coca-Cola freestyle® Souvenir Cup,$12.99 ,Add an extra day of refills thru the day* to your previously purchased Coca-Cola Freestyle® Souvenir Cup *Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.,,,,Beverage
Islands of Adventure,FIRE EATERS,Fountain Soda,$4.79 ,"Coca-Cola, Coke Zero Sugar, Diet Coke, Fanta Orange, Minute Maid Lemonade, Sprite, Sweet Tea",,,,Beverage
Islands of Adventure,FIRE EATERS,Minute Maid Juice,$4.29 ,"apple, orange",,,,Beverage
Islands of Adventure,FIRE EATERS,Powerade,$5.05 ,"Fruit Punch, Mountain Berry Blast",,,,Beverage
Islands of Adventure,FIRE EATERS,Premium Bottled Water,$6.00 ,,,,,Beverage
Islands of Adventure,FIRE EATERS,Hot Beverages,$4.79 ,"coffee, hot tea, hot chocolate",,,,Beverage
Islands of Adventure,FIRE EATERS,Beer,,"Michelob Ultra, Miller Lite $10.75Modelo $11.75",,,,Beverage
Islands of Adventure,FIRE EATERS,High Noon Pineapple Seltzer,$13.00 ,,,,,Beverage
Islands of Adventure,CONFISCO,Ahi Tuna Nachos*,$19.95 ,"sesame seared ahi tuna*, diced avocado, edamame, napa cabbage, wonton chips, jalapeño, micro cilantro, scallions, sweet soy and wasabi aioli drizzles",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Trader Wings,$19.95 ,"your choice of traditional style wings with Korean BBQ, hot honey, Buffalo, or garlic Parmesan sauce",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Loaded Nachos,$16.95 ,"crisp tortillas with beef and bean chili, cheddar cheese sauce, tomato red onion salsa, shaved jalapeño, cilantro lime crema, house-made guacamole",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Roasted Tomato Burrata Dip,$15.95 ,"herb roasted heirloom tomatoes, olive oil, burrata, fresh cracked pepper and pink salt, balsamic glaze, chopped basil, served with toasted garlic crostini",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Calabrian Hummus,$13.95 ,"bold lemon hummus blended with Calabrian chilies, slow roasted Divina tomatoes, chili oil, toasted chick peas, shaved Parmesan, micro greens, lemon zest",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Coconut Curry Mussels,$16.95 ,"Prince Edward Island mussels, ginger & lemongrass yellow curry broth, lime zest, garlic crostini",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Chicken Quesadilla,$21.95 ,"spiced grilled chicken, cheddar-jack and Menonita cheese, toasted flour tortilla, chili spiced rice and black beans, guacamole, sour creampairs with Confisco Margarita",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Paccheri de la Confisco,$26.95 ,"al dente paccheri pasta tossed in a roasted chili–tomato marinara, shrimp, crispy Mexican chorizo, charred corn, queso fresco, toasted pepitas, cilantro-lime gremolatapairs with Vietti Moscato d’Asti",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Pad Thai,$29.95 ,"rice noodles, mixed vegetables, bean sprouts, chicken and shrimp tossed in our house-made peanut saucerequest vegan alternative with crispy tofu and vegan peanut sauce 25.95pairs with Bollini Pinot Grigio",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Grilled Angus Beef Churrasco Steak*,$34.95 ,"charred skirt steak*, jalapeño bacon & sweet corn relish, tomato, cilantro rice, chimichurri saucepairs with Braai Cabernet Sauvignon",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Quesabirria,$22.95 ,"birria beef, Menonita cheese, toasted flour tortilla, birria consommé, chili spiced rice and beans, guacamole, diced onions, chopped cilantropairs with Jalapeño Margarita",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Sweet and Sour Sticky Ribs,$28.95 ,"Philippine inspired smoked pork ribs tossed in sweet & sour sauce, jasmine rice, pickled daikon and carrots, cucumber salad, sesame seeds, green onionspairs with Boubloon Cocktail",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Curry Dosa,$20.95 ,"potato and serrano chili pepper filling, coconut jalapeño ginger purée, tomato cilantro chutney

pairs with A-Z Riesling",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Birria Beef Burger*,$24.95 ,"grilled Angus beef*, topped with slow cooked birria beef, Menonita cheese, shaved cabbage slaw on a toasted brioche bun, French friespairs with Modelo Especial™",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Miso Salmon,$33.95 ,"Verlasso® salmon marinated in miso, coconut ginger jasmine rice, sesame honey glazed baby bok choy, Yuzu beurre blanc, cilantropairs with A to Z Wineworks® Riesling",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Santa Fe Salad,$16.95 ,"romaine, tomatoes, cucumbers, red onions, fire roasted corn, crunchy tortilla strips, queso fresco, chipotle ranch dressingGrilled Chicken 21.95 Shrimp 25.95 Salmon 26.95pairs with Cavicchioli Prosecco",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Heart of Romaine Caesar,$16.95 ,"crispy romaine hearts, Caesar dressing, toasted bread crouton, Parmesan cheeseGrilled Chicken 21.95 Shrimp 25.95 Salmon 26.95pairs with Cavicchioli Prosecco",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Moroccan Chicken,$26.95 ,"Moroccan spiced brick oven half chicken, sweet & spicy carrot glaze, vegetable cous cous, harissa citrus sauce, cilantropairs with Sangria",,,,Lunch/Dinner
Islands of Adventure,CONFISCO,Blackberry Breeze,$12.00 ,"a refreshing blend os sparkling water, key lime juice, Minute Maid® lemonade, and blackberry",,,,Beverage
Islands of Adventure,CONFISCO,Provision Soda,$5.75 ,"sparkling water over ice and sweetened with your choice of flavoring
(vanilla, strawberry or blackberry)",,,,Beverage
Islands of Adventure,CONFISCO,Mango Lassi,$12.00 ,"refreshing blend of plain yogurt, mango nectar and mango syrup, topped with a dried slice of mango",,,,Beverage
Islands of Adventure,CONFISCO,Fountain Soda,$5.00 ,"Coke®, Diet Coke®, Coke Zero Sugar®, Sprite®, Fanta® Orange, Lemonade, Root Beer, Cherry Coke®, Pibb Xtra, Ginger Ale",,,,Beverage
Islands of Adventure,CONFISCO,Iced Tea,$5.00 ,"sweet, unsweetened",,,,Beverage
Islands of Adventure,CONFISCO,Juice,$3.75 ,"orange, apple, cranberry, pineapple, grapefruit",,,,Beverage
Islands of Adventure,CONFISCO,Milkshakes,$8.00 ,"vanilla, strawberry, chocolate, banana, cookies & cream or banana split, served with whipped cream and a cherry",,,,Beverage
Islands of Adventure,CONFISCO,Fruit Slush,$6.00 ,"strawberry, piña colada, mango, lime, lemonade",,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Preposterous Poke Noodle*,$21.99 ,"poke bowl with spicy mayo, blue rice noodles, edamame salad, cucumbers and lotus root",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Magician Meatball Cone,$18.99 ,"home-made meatballs and marinara cavatappi, served in a garlic bread cone",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Roast Beast Bacon Burger,$18.99 ,"bacon cheeseburger with caramelized onion aioli, tomato and lettuce within a brioche bun and served with crinkle cut fries",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Meat-za Pizza Burger,$19.99 ,"pizza-inspired burger topped with salami, pepperoni, mozzarella cheese, within a brioche bun, topped with a mozzarella stick and served with crinkle cut fries",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Cluck-A-Doodle Waffle Toodle,$16.99 ,"hand breaded chicken tenders served with a fluffy waffle, crinkle cut fries and mustard mayo BBQ sauce",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Marvelous Miso Salmon,$22.99 ,"miso salmon topped with gochujang sauce, accompanied by quinoa with vegetables, edamame puree and cucumber relish",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Vegan Magician Meatball Cone,$18.99 ,"plant based Gardein™ meatballs and marinara cavatappi, served in a garlic bread cone",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Tamed Dragon Salad,$13.99 ,"red dragon fruit, red quinoa, raspberries, mandarin oranges, almonds, baby spinach, cucumber, and guava vinaigrette",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Slice-a-roni Pepperoni,$19.99 ,"artisan crust pizza, char cup pepperoni, tangy tomato sauce, mozzarella cheese with crinkle cut fries",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Cheese on the Flying Trapeze,$18.99 ,"artisan crust pizza, tangy tomato sauce, mozzarella cheese, crinkle cut fries",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Cheesy Crunch Pretzel Dog,$17.49 ,"1/3 pound all beef hot dog, Fritos® Honey BBQ Twists, cheddar cheese sauce, jalapeño relish, BBQ mayo, with crinkle cut fries",,,,Lunch/Dinner
Islands of Adventure,CIRCUS MCGURKUS,Sneelocks Pink Lemonade,$7.99 ,"Minute Maid Strawberry Lemonade, cold foam topping, and red stars",,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Ringleader Rush,$7.99 ,"Blue Raspberry ICEE, cold foam topping, and red stars",,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Single Serve Coca-Cola Freestyle® cup,$4.79 ,Enjoy more than 100 drink choices with the Coca-Cola Freestyle® single-serve cup.,,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Twisty Straw,$0.99 ,,,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Powerade,$5.05 ,"Fruit Punch, Mountain Berry Blast",,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Minute Maid Juice,$4.29 ,"apple, orange",,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Premium Bottled Water,$6.00 ,,,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Perrier Water,$6.00 ,,,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Milk,$4.49 ,choice of 2% or chocolate,,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Hot Beverages,$4.79 ,"coffee, hot tea, hot cocoa",,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Coca-Cola Freestyle® Souvenir Cup,$19.99 ,"Enjoy more than 100 drink choices and refills thru the day* with the Coca-Cola Freestyle® souvenir cup. Get 3–6 souvenir cups for $15.99 each, 2 for $17.99 each, or 1 for $19.99 at participating Coca-Cola Freestyle® locations.*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.",,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Extra day of refills for Freestyle® Cup,$12.99 ,Add an extra day of refills thru the day* to your previously purchased Coca-Cola Freestyle® Souvenir Cup*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.,,,,Beverage
Islands of Adventure,CIRCUS MCGURKUS,Crinkle Cut Fries,$5.49 ,,,,,Side
Islands of Adventure,CIRCUS MCGURKUS,Side Marinara Sauce,$0.99 ,",",,,,Other
Islands of Adventure,CIRCUS MCGURKUS,Cheese Sauce,$1.99 ,",",,,,Other
Islands of Adventure,CIRCUS MCGURKUS,Garlic Popcorn,$5.99 ,",",,,,Snack
Islands of Adventure,CIRCUS MCGURKUS,Green Eggs and Ham Chocolate Cheesecake,$7.49 ,",",,,,Breakfast
Islands of Adventure,CIRCUS MCGURKUS,Caramel Popcorn Cupcake,$6.79 ,",",,,,Dessert
Islands of Adventure,CAPT AMERICA,Smoked Pork BBQ Double Burger Combo,$24.99 ,"2 grilled Angus beef patties, pimento cheese spread, BBQ pulled pork, bread and butter pickles, Tabasco® onions on a brioche bun, served with fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Smoked Pork BBQ Double Burger Platter,$20.49 ,"2 grilled Angus beef patties, pimento cheese spread, BBQ pulled pork, bread and butter pickles, Tabasco® onions on a brioche bun, served with fries",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Hot Honey Chicken Sandwich Combo,$20.49 ,"crispy chicken breast, pepper jack cheese, lettuce, tomato, pickle, hot honey on brioche bun, served with fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Hot Honey Chicken Sandwich Platter,$15.99 ,"crispy chicken breast, pepper jack cheese, lettuce, tomato, pickle, hot honey on brioche bun, served with fries",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Bacon Cheeseburger Combo,$20.49 ,"grilled Angus beef patty, American cheese, lettuce, tomato, pickles and bacon on a brioche bun, served with fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Bacon Cheeseburger Platter,$15.99 ,"grilled Angus beef patty, American cheese, lettuce, tomato, pickles and bacon on a brioche bun, served with fries",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Crispy Garden Vegan Sandwich Combo,$20.49 ,"crispy all vegetable patty, vegan roasted pepper aioli, pickled onions, vegan pepper jack cheese, lettuce, tomato on a Kaiser roll, served with fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Crispy Garden Vegan Sandwich Platter,$15.99 ,"crispy all vegetable patty, vegan roasted pepper aioli, pickled onions, vegan pepper jack cheese, lettuce, tomato on a Kaiser roll, served with fries",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Crispy Chicken Salad Combo,$17.49 ,"crispy chicken tenders, romaine lettuce and spring mix lettuce, plum tomatoes, cucumbers, shredded carrots, served with a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Crispy Chicken Salad,$12.99 ,"crispy chicken tenders, romaine lettuce and spring mix lettuce, plum tomatoes, cucumbers, shredded carrots",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Ultra Crunch Hero Chicken Tender Stack Combo,$19.99 ,"crispy white meat chicken tenders, served with fries and a single serve Coca-Cola Freestyle® cup",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Ultra Crunch Hero Chicken Tender Stack Platter,$15.49 ,"crispy white meat chicken tenders, served with fries",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Rings & Fries,$6.49 ,"crunchy onion rings, crisp French fries, roasted red pepper mayo",,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Onion Rings,$6.49 ,,,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,French Fries,$5.49 ,,,,,Lunch/Dinner
Islands of Adventure,CAPT AMERICA,Add Cheese Sauce,$1.99 ,,,,,Other
Islands of Adventure,CAPT AMERICA,Milkshakes,$7.99 ,"chocolate, vanilla and swirled",,,,Beverage
Islands of Adventure,CAPT AMERICA,Superhero Cheesecake Cup,$9.99 ,"layered NY cheesecake, cake crumbles, whipped topping, mixed berry compote, topped with macaron shield",,,,Dessert
Islands of Adventure,CAPT AMERICA,Coca-Cola Freestyle® Souvenir Cup,$19.99 ,"Enjoy more than 100 drink choices and refills thru the day* with the Coca-Cola Freestyle® souvenir cup. Get 3–6 souvenir cups for $15.99 each, 2 for $17.99 each, or 1 for $19.99 at participating Coca-Cola Freestyle® locations.*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.",,,,Dessert
Islands of Adventure,CAPT AMERICA,Extra day of refills for Freestyle® Cup,$12.99 ,Add an extra day of refills thru the day* to your previously purchased Coca-Cola Freestyle® Souvenir Cup*Valid Coca-Cola Freestyle® Souvenir Cup required to dispense Coca-Cola Freestyle®. Refills are limited to no more than one (1) pour from the Coca-Cola Freestyle® machine per 10 minutes and valid day of purchase only. Sharing is not permitted. Additional restrictions may apply which are subject to change without notice.,,,,Dessert
Islands of Adventure,CAPT AMERICA,Single Serve Coca-Cola Freestyle® cup,$4.79 ,Enjoy more than 100 drink choices with the Coca-Cola Freestyle® single-serve cup.,,,,Dessert
Islands of Adventure,CAPT AMERICA,Premium Bottled Water,$6.00 ,,,,,Dessert
Islands of Adventure,CAPT AMERICA,Powerade,$5.05 ,"Fruit Punch, Mountain Berry Blast",,,,Dessert
Islands of Adventure,CAPT AMERICA,Minute Maid Juice,$4.29 ,"apple, orange",,,,Dessert
Islands of Adventure,CAPT AMERICA,Hot Drinks,$4.79 ,"coffee, hot cocoa",,,,Dessert
Islands of Adventure,CAPT AMERICA,Pina Colada Icee,$6.05 ,,,,,Dessert
Islands of Adventure,CAPT AMERICA,Coke Icee,$6.05 ,,,,,Dessert
Islands of Adventure,CAPT AMERICA,Blue Raspberry Icee,$6.05 ,,,,,Dessert
Islands of Adventure,CAPT AMERICA,Strawberry Icee,$6.05 ,,,,,Dessert
Islands of Adventure,CAPT AMERICA,Mixed Icee,$6.05 ,,,,,Dessert
Islands of Adventure,CAPT AMERICA,Red White & Blue Icee,$6.05 ,,,,,Dessert
Islands of Adventure,CAPT AMERICA,Canned Beer,,Miller Lite/Michelob Ultra/Yuengling $10.75Modelo $11.75Cigar City Jai Alai $12.75,,,,Dessert
Islands of Adventure,CAPT AMERICA,High Noon Pineapple Seltzer,$13.00 ,,,,,Dessert
Islands of Adventure,CAFE4,Chicken Fettuccine Alfredo Combo,$24.49 ,"roasted chicken breast, fettuccine pasta, creamy alfredo sauce, garlic knot",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Chicken Fettuccine Alfredo Platter,$20.09 ,"roasted chicken breast, fettuccine pasta, creamy alfredo sauce, garlic knot",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Spaghetti & Meatballs Combo,$23.49 ,"beef & pork meatballs, spaghetti noodles, marinara sauce, parmesan herb topping, garlic knot",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Spaghetti & Meatballs Platter,$18.59 ,"beef & pork meatballs, spaghetti noodles, marinara sauce, parmesan herb topping, garlic knot",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Vegan Roasted Vegetable Fettuccine Combo,$22.49 ,"oven roasted mushrooms, squash, zucchini, sun-dried tomato pesto, fettuccine pasta, garlic knot, side salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Vegan Roasted Vegetable Fettuccine Platter,$17.99 ,"oven roasted mushrooms, squash, zucchini, sun-dried tomato pesto, fettuccine pasta, garlic knot, side salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Garlic Meatball Slider Combo,$20.49 ,"house-made garlic knots, beef & pork meatballs, marinara sauce, mozzarella cheese, side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Garlic Meatball Slider Platter,$15.99 ,"house-made garlic knots, beef & pork meatballs, marinara sauce, mozzarella cheese, side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Garlic Parm Slider Combo,$20.49 ,"house-made garlic knots, tender herb breaded chicken breast, marinara sauce, mozzarella cheese",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Garlic Parm Slider Platter,$15.99 ,"house-made garlic knots, tender herb breaded chicken breast, marinara sauce, mozzarella cheese",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Jumbo Pesto Chicken Slice Combo,$23.59 ,"roasted chicken, Roma tomatoes, mozzarella, Parmesan, herbed ricotta cheeses, basil pesto sauce, house-made dough served with a side Caesar salad and a fountain drink",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Jumbo Pesto Chicken Slice Platter,$19.09 ,"roasted chicken, Roma tomatoes, mozzarella, Parmesan, herbed ricotta cheeses, basil pesto sauce, house-made dough served with a side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Whole Pesto Chicken Pizza,$45.99 ,"roasted chicken, Roma tomatoes, mozzarella, Parmesan, herbed ricotta cheeses, basil pesto sauce, house-made dough",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Jumbo Veggie Slice Combo,$23.59 ,"mozzarella, peppers, onions, mushrooms, tomato sauce, herbs, house-made dough served with a side Caesar salad and a fountain drink",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Jumbo Veggie Slice Platter,$19.09 ,"mozzarella, peppers, onions, mushrooms, tomato sauce, herbs, house-made dough served with a side Caesar salad",,,,Lunch/Dinner
Islands of Adventure,CAFE4,Whole Veggie Pizza,$45.99 ,"mozzarella, peppers, onions, mushrooms, tomato sauce, herbs, house-made dough",,,,Lunch/Dinner
